Id,Date,Transaction
2413,8/2,-95.12
2414,7/16,-25.54
2415,7/29,+9.82
2416,8/29,+89.70
2417,7/26,-85.84
2418,7/28,+36.52
2419,8/14,+18.32
2420,7/12,-79.02
2421,7/1,+86.80
2422,8/27,-75.47
2423,7/15,-67.17
2424,7/20,-54.41
2425,8/15,+33.84
2426,7/12,-86.45
2427,7/11,-23.00
2428,8/10,-1.75
2429,8/12,+0.72
2430,7/11,+33.91
2431,7/20,-0.18
2432,7/28,+48.43
2433,8/13,-78.07
2434,7/27,-34.89
2435,7/21,+71.21
2436,8/13,+76.04
2437,8/30,-16.16
2438,7/19,-93.71
2439,7/27,+45.84
2440,7/18,+66.50
2441,8/14,-40.98
2442,7/11,+27.22
2443,8/12,-50.36
2444,7/1,-53.58
2445,8/16,+88.15
2446,8/28,+28.01
2447,7/26,-68.66
2448,7/29,-75.71
2449,8/19,+73.37
2450,7/22,+19.42
2451,7/11,-90.67
2452,8/26,+37.46
2453,8/18,+34.60
2454,7/5,+68.84
2455,8/19,-55.06
2456,7/18,+57.58
2457,7/27,+27.76
2458,7/16,+89.18
2459,8/9,-28.18
2460,8/14,+18.00
2461,7/25,+52.71
2462,8/28,+86.89
2463,8/3,+57.68
2464,7/13,+52.20
2465,8/26,+15.24
2466,7/27,+33.49
2467,7/24,-92.74
2468,8/9,-28.53
2469,7/22,+19.87
2470,7/15,-29.96
2471,7/24,+93.08
2472,8/4,+88.24
2473,7/10,-69.83
2474,8/18,+15.42
2475,7/4,-28.72
2476,7/1,+2.51
2477,8/7,-71.64
2478,7/21,+73.08
2479,7/18,+15.03
2480,7/16,-87.44
2481,8/29,-12.15
2482,7/11,-62.67
2483,7/21,+75.47
2484,7/10,-80.63
2485,7/4,-64.63
2486,8/2,+66.29
2487,8/29,+35.78
2488,7/28,+82.76
2489,7/29,-18.30
2490,8/16,-78.00
2491,7/5,+29.30
2492,7/4,-99.47
2493,8/9,-55.91
2494,7/11,+60.98
2495,8/6,-20.97
2496,7/18,+31.88
2497,7/22,+62.20
2498,7/2,-31.37
2499,8/1,+44.89
2500,7/6,-35.78
2501,7/15,-32.73
2502,7/20,+63.73
2503,8/5,+58.58
2504,8/21,+99.43
2505,8/28,-67.41
2506,8/10,-15.58
2507,7/26,+66.54
2508,7/25,-50.16
2509,7/29,+10.83
2510,8/9,-86.72
2511,8/26,+80.99
2512,7/12,-15.84
2513,8/27,+60.29
2514,7/25,-12.46
2515,8/1,-89.18
2516,7/25,+93.10
2517,8/6,+19.18
2518,7/19,+29.49
2519,8/12,-77.43
2520,7/10,-25.93
2521,7/5,-13.38
2522,7/13,-54.55
2523,8/2,-53.39
2524,7/1,+47.34
2525,7/3,+35.11
2526,7/2,-41.48
2527,7/2,+19.01
2528,8/14,-64.32
2529,7/19,-43.16
2530,7/23,+10.72
2531,7/29,-6.57
2532,7/6,+11.50
2533,8/5,-30.98
2534,7/7,+67.73
2535,7/28,-48.08
2536,8/4,+52.73
2537,7/19,-90.24
2538,7/29,+91.58
2539,8/19,+40.76
2540,7/5,-53.45
2541,8/18,-56.06
2542,7/8,-87.16
2543,8/23,-6.02
2544,7/6,+75.67
2545,8/24,+14.60
2546,7/17,-15.03
2547,7/26,-13.10
2548,7/9,-58.27
2549,8/4,-8.17
2550,7/7,-46.62
2551,8/11,+75.91
2552,7/4,+18.23
2553,7/17,+2.87
2554,7/26,+0.36
2555,7/26,+45.27
2556,7/25,-18.56
2557,8/2,+73.30
2558,8/18,+96.90
2559,7/8,+88.14
2560,7/5,-96.24
2561,7/19,+4.06
2562,8/16,-4.55
2563,7/4,+21.95
2564,8/29,+2.29
2565,8/28,+0.20
2566,7/18,+99.50
2567,8/16,-37.84
2568,8/23,+49.82
2569,7/31,-16.39
2570,8/18,+31.36
2571,8/27,+90.76
2572,8/6,+1.58
2573,7/27,-38.54
2574,8/13,+66.24
2575,7/15,-5.54
2576,8/13,+29.83
2577,8/24,+88.13
2578,8/16,+11.69
2579,7/2,-82.68
2580,8/8,-32.06
2581,8/18,-0.86
2582,7/14,-10.74
2583,8/13,+83.62
2584,8/25,+77.26
2585,8/9,-64.04
2586,7/7,+37.62
2587,8/17,+43.97
2588,8/18,-23.07
2589,7/26,+25.68
2590,7/15,+7.76
2591,7/17,+66.09
2592,8/10,-93.89
2593,7/28,+3.44
2594,8/27,-73.42
2595,7/30,-17.67
2596,8/10,-66.63
2597,7/11,-49.10
2598,7/26,-51.53
2599,7/6,-50.76
2600,7/5,+53.80
2601,8/6,+85.50
2602,7/24,+79.93
2603,8/29,-51.59
2604,8/25,+58.51
2605,8/22,+90.60
2606,7/6,-49.20
2607,7/19,-16.58
2608,8/4,-40.66
2609,8/11,+43.96
2610,7/2,+58.62
2611,8/17,-40.14
2612,8/12,-66.26
2613,8/4,-25.03
2614,8/5,+90.04
2615,7/7,+22.42
2616,7/6,+3.37
2617,7/13,-37.06
2618,8/14,-50.45
2619,8/8,+88.03
2620,7/5,-58.13
2621,8/19,-67.81
2622,7/20,-94.15
2623,7/25,-27.62
2624,8/26,+25.73
2625,8/12,-87.67
2626,8/18,-88.77
2627,7/16,+38.94
2628,7/17,+14.79
2629,8/12,+91.13
2630,8/24,+27.00
2631,7/22,-79.77
2632,8/24,+12.78
2633,7/14,-79.79
2634,7/23,-29.11
2635,8/5,-14.08
2636,8/11,+86.61
2637,8/26,+21.02
2638,7/1,-14.31
2639,8/31,-87.12
2640,7/30,-80.87
2641,7/15,+67.42
2642,8/23,-24.84
2643,7/9,-96.00
2644,7/25,-39.93
2645,7/18,+40.92
2646,7/18,+25.71
2647,7/30,+70.40
2648,7/8,+66.82
2649,7/23,-23.22
2650,8/25,+60.10
2651,7/22,+26.85
2652,8/2,+18.69
2653,8/22,+89.81
2654,7/31,-30.77
2655,8/18,-22.00
2656,7/2,-13.01
2657,7/15,+35.70
2658,7/3,-59.21
2659,7/10,+39.80
2660,7/21,-88.52
2661,7/14,+99.61
2662,7/30,-37.58
2663,8/23,+2.44
2664,7/25,-52.30
2665,8/7,-46.04
2666,8/5,-59.28
2667,7/4,+94.33
2668,8/12,+71.78
2669,8/30,+65.81
2670,8/7,-59.71
2671,8/21,-67.26
2672,8/15,-33.10
2673,7/2,-26.34
2674,7/27,+83.63
2675,7/22,-10.11
2676,7/28,+38.81
2677,8/9,-81.11
2678,7/10,-97.55
2679,7/10,+46.88
2680,7/4,-52.78
2681,7/1,+66.50
2682,8/2,+30.01
2683,7/27,+58.68
2684,8/20,-25.06
2685,7/28,-3.07
2686,8/2,+40.97
2687,7/5,+0.37
2688,7/15,+94.88
2689,7/9,+12.40
2690,8/9,-56.48
2691,7/24,-45.79
2692,7/16,+42.89
2693,8/31,-59.10
2694,7/6,-71.08
2695,7/15,-35.59
2696,8/6,-60.08
2697,8/24,-42.35
2698,7/13,-6.80
2699,7/8,-74.20
2700,8/1,+94.51
2701,7/6,+84.69
2702,8/29,-8.29
2703,8/18,+24.84
2704,8/18,+73.31
2705,7/21,-35.00
2706,7/11,+12.51
2707,7/8,-81.39
2708,7/7,+52.98
2709,7/15,-16.17
2710,8/5,+21.82
2711,8/4,-36.13
2712,7/27,-84.95
2713,7/5,-11.90
2714,7/5,-67.33
2715,8/20,+55.92
2716,7/12,+70.99
2717,7/15,-98.62
2718,7/5,-39.21
2719,8/17,+66.80
2720,8/23,+21.33
2721,8/7,-62.57
2722,8/15,+18.13
2723,7/31,-62.11
2724,8/24,+44.81
2725,8/28,+52.84
2726,7/7,+43.70
2727,7/7,+52.91
2728,8/4,-99.26
2729,7/19,+69.34
2730,8/8,+66.68
2731,7/23,+66.49
2732,8/4,+3.38
2733,8/7,+53.35
2734,7/8,-69.69
2735,7/18,-4.49
2736,8/12,-69.84
2737,7/16,-48.61
2738,8/15,+25.52
2739,7/16,+71.39
2740,7/19,+67.94
2741,7/23,-62.34
2742,8/8,+18.00
2743,8/6,-2.02
2744,8/28,+97.60
2745,8/31,-7.42
2746,7/8,+50.91
2747,7/22,-5.51
2748,7/1,-65.01
2749,8/9,-95.88
2750,8/19,-32.23
2751,8/22,+56.27
2752,8/9,+3.25
2753,8/19,-26.03
2754,8/7,-24.07
2755,8/14,+1.41
2756,8/20,+46.58
2757,7/27,+32.41
2758,8/17,+59.75
2759,8/7,+68.24
2760,8/25,+3.28
2761,8/5,+18.11
2762,8/17,+55.82
2763,7/18,-79.34
2764,8/18,-5.82
2765,7/27,-51.01
2766,8/26,+74.82
2767,7/9,+69.34
2768,7/26,-13.92
2769,8/20,+57.63
2770,7/25,-34.42
2771,7/31,-99.92
2772,7/16,-77.44
2773,7/7,+94.56
2774,7/4,+80.55
2775,8/26,+56.43
2776,8/4,-33.07
2777,8/24,-68.91
2778,8/15,+98.77
2779,8/24,-74.25
2780,8/29,-72.82
2781,7/31,-71.39
2782,7/17,+38.07
2783,8/12,-29.96
2784,8/3,+66.89
2785,7/8,-45.19
2786,8/14,+99.07
2787,8/20,-79.53
2788,8/4,+74.25
2789,7/24,-1.57
2790,7/19,+11.28
2791,7/9,-4.34
2792,8/29,-13.50
2793,8/26,+28.94
2794,7/11,+49.21
2795,7/29,-23.74
2796,7/4,-86.36
2797,8/4,-8.78
2798,7/26,-63.86
2799,7/9,+70.24
2800,7/29,-64.71
2801,7/14,+95.58
2802,8/31,+25.08
2803,7/20,-69.77
2804,8/8,+81.42
2805,8/21,+3.94
2806,8/7,+46.07
2807,6/30,-57.11
2808,8/16,-41.52
2809,8/5,+10.14
2810,8/5,+19.99
2811,7/1,+84.12
2812,8/9,-32.36
2813,8/25,+7.11
2814,7/27,+34.37
2815,7/25,+44.21
2816,7/10,-33.44
2817,7/30,-11.44
2818,7/1,-4.33
2819,7/21,-54.30
2820,8/2,-85.74
2821,8/27,-84.42
2822,7/16,-54.60
2823,7/19,-77.43
2824,7/18,+65.15
2825,8/23,-15.88
2826,8/5,+21.26
2827,7/4,-81.93
2828,8/15,-44.23
2829,8/26,+11.71
2830,8/2,+0.76
2831,7/16,+82.66
2832,7/20,+95.97
2833,8/30,+93.43
2834,7/6,+70.14
2835,8/20,-12.03
2836,8/8,-36.75
2837,6/30,-44.12
2838,7/15,+21.18
2839,7/12,+79.38
2840,7/19,-43.72
2841,8/25,+52.53
2842,7/28,+34.70
2843,8/13,+61.87
2844,7/13,-35.99
2845,7/21,-65.44
2846,7/31,+4.69
2847,8/22,+58.49
2848,8/11,-96.31
2849,7/10,-36.66
2850,7/28,-61.34
2851,7/1,-82.36
2852,7/10,-24.11
2853,8/25,-26.56
2854,8/22,-16.71
2855,8/6,-32.49
2856,7/2,-36.70
2857,7/31,+65.88
2858,7/8,-14.84
2859,8/20,-69.63
2860,7/9,+48.98
2861,7/7,+98.32
2862,7/18,-98.91
2863,7/8,-35.23
2864,7/13,+80.59
2865,7/27,-85.80
2866,8/26,+1.20
2867,8/28,-28.82
2868,8/22,+4.02
2869,8/22,-9.50
2870,7/29,+42.87
2871,7/15,+25.81
2872,7/22,+64.52
2873,8/21,-22.22
2874,7/2,+51.48
2875,8/14,+14.73
2876,8/9,-70.52
2877,7/18,+83.13
2878,7/2,-38.79
2879,8/15,+97.06
2880,8/13,-22.71
2881,7/3,-44.28
2882,7/4,+97.96
2883,7/27,-30.88
2884,8/19,-51.04
2885,7/20,-88.92
2886,7/11,-39.64
2887,7/18,-72.16
2888,7/22,-2.59
2889,8/29,-52.11
2890,7/30,+75.04
2891,7/8,+19.06
2892,8/26,-51.69
2893,8/13,-43.89
2894,7/14,+10.95
2895,7/31,-33.33
2896,7/9,+99.28
2897,8/20,+10.90
2898,8/21,-52.01
2899,7/29,+25.90
2900,8/10,-40.41
2901,7/8,+53.79
2902,7/31,-38.83
2903,8/10,-43.79
2904,7/6,-20.55
2905,7/21,-87.01
2906,7/9,+26.89
2907,7/10,-41.53
2908,7/14,+38.87
2909,7/17,-95.47
2910,7/14,+89.64
2911,8/15,-48.18
2912,8/12,-70.70
2913,7/20,+6.81
2914,7/6,+35.97
2915,8/25,+57.79
2916,7/9,+54.01
2917,7/2,-88.57
2918,7/11,-3.71
2919,8/19,-46.79
2920,8/22,-69.27
2921,8/17,-49.95
2922,8/26,-58.72
2923,8/18,+34.06
2924,7/13,+89.49
2925,8/31,-13.56
2926,7/24,+7.98
2927,8/30,+95.64
2928,8/14,-62.01
2929,8/3,+9.64
2930,7/12,+74.10
2931,7/29,+58.74
2932,8/27,+53.67
2933,8/11,-69.82
2934,8/3,+91.21
2935,8/11,+97.27
2936,7/21,-24.25
2937,8/2,-45.07
2938,8/2,-21.07
2939,7/6,-25.46
2940,8/4,-76.51
2941,8/28,+7.26
2942,8/18,+93.84
2943,8/10,-1.79
2944,8/27,+66.39
2945,7/29,-55.82
2946,8/11,-95.72
2947,7/13,+1.28
2948,7/25,+42.28
2949,7/26,-15.38
2950,8/30,+28.81
2951,7/28,+29.07
2952,7/26,+67.96
2953,7/20,-37.89
2954,8/2,-25.99
2955,8/10,+23.80
2956,8/23,+94.36
2957,7/3,-89.63
2958,7/17,-64.71
2959,7/18,+15.11
2960,7/18,+31.15
2961,8/14,-98.47
2962,8/25,-48.73
2963,7/24,+54.12
2964,8/28,-62.07
2965,7/31,-41.10
2966,7/27,+3.31
2967,7/25,+57.28
2968,8/26,+15.35
2969,8/10,-67.89
2970,7/26,+30.49
2971,7/29,-30.09
2972,7/7,+89.37
2973,8/27,+22.41
2974,7/3,-22.77
2975,8/27,+40.39
2976,8/15,+35.53
2977,7/23,-19.30
2978,8/31,-45.16
2979,8/1,-56.41
2980,7/22,+16.85
2981,7/28,+44.96
2982,7/3,+83.87
2983,7/23,+51.98
2984,8/21,-49.42
2985,7/13,+50.37
2986,8/10,-3.98
2987,7/6,+39.29
2988,7/3,-97.17
2989,7/14,-35.49
2990,7/7,-51.60
2991,7/10,+13.48
2992,7/29,-76.00
2993,7/15,-65.97
2994,8/14,+41.48
2995,7/1,-25.68
2996,8/27,+30.20
2997,8/29,-28.18
2998,8/24,-72.37
2999,8/27,+48.18
3000,8/15,-94.98
3001,8/14,-24.85
3002,8/30,-55.93
3003,7/7,-59.58
3004,8/26,+53.61
3005,8/23,-76.79
3006,7/1,-12.92
3007,7/24,+94.77
3008,7/10,-61.46
3009,8/10,-6.76
3010,7/22,-93.94
3011,7/10,+23.63
3012,8/4,-98.59
3013,8/21,-10.63
3014,7/29,-16.12
3015,8/16,+18.80
3016,8/3,+83.70
3017,7/25,-36.15
3018,7/1,-96.48
3019,8/12,+42.31
3020,8/10,-64.75
3021,8/24,+7.74
3022,8/5,-7.55
3023,8/12,-75.29
3024,7/4,+24.95
3025,7/26,+11.70
3026,8/16,-32.48
3027,8/24,+84.85
3028,8/21,-57.92
3029,8/7,-77.53
3030,8/10,+80.76
3031,7/9,+37.52
3032,7/12,+14.30
3033,7/30,+23.71
3034,7/7,-51.74
3035,8/24,-81.28
3036,8/19,+88.12
3037,8/20,+29.89
3038,7/5,-54.25
3039,7/3,-78.28
3040,7/1,-1.14
3041,7/5,+22.19
3042,8/28,-11.32
3043,8/5,+38.44
3044,8/20,-99.06
3045,7/18,-89.95
3046,7/15,-58.00
3047,7/31,+13.90
3048,8/18,+34.14
3049,7/5,-17.92
3050,7/9,+97.99
3051,8/18,+64.91
3052,7/2,-18.62
3053,8/4,+5.13
3054,7/8,-59.96
3055,7/30,-92.80
3056,8/11,-49.87
3057,8/19,-87.81
3058,8/18,+63.24
3059,8/26,+12.60
3060,7/19,-61.20
3061,8/16,-92.52
3062,8/23,+55.07
3063,7/25,-86.37
3064,7/27,-25.13
3065,8/8,+0.34
3066,7/10,-76.78
3067,7/26,+45.10
3068,8/28,-41.44
3069,8/24,+82.79
3070,8/24,+2.90
3071,8/21,-71.20
3072,7/21,+11.03
3073,8/23,-90.80
3074,7/21,+44.61
3075,8/19,+68.40
3076,7/3,+23.33
3077,8/14,-6.50
3078,8/16,-31.61
3079,8/11,+60.08
3080,7/8,+11.33
3081,8/1,+8.75
3082,7/26,+31.74
3083,8/25,-69.51
3084,7/28,+32.61
3085,8/3,+22.55
3086,7/17,-26.44
3087,7/10,-12.27
3088,8/8,+65.71
3089,7/7,-42.56
3090,7/9,+84.23
3091,8/24,+68.74
3092,8/30,+18.44
3093,7/17,+60.16
3094,7/24,-10.18
3095,7/18,+84.17
3096,7/23,-21.76
3097,7/3,-41.44
3098,8/3,-5.00
3099,8/30,-98.62
3100,8/24,-14.89
3101,7/22,-84.03
3102,8/1,+15.59
3103,7/4,-62.48
3104,7/26,-59.72
3105,7/4,+72.53
3106,8/10,-80.25
3107,7/21,-76.98
3108,7/29,-1.20
3109,7/26,+58.61
3110,7/19,-4.96
3111,8/17,+86.10
3112,8/10,+45.77
3113,8/3,-11.98
3114,7/14,-13.67
3115,7/6,+64.33
3116,7/6,+50.32
3117,8/9,+15.08
3118,7/7,-79.55
3119,8/1,-17.39
3120,8/28,-86.79
3121,7/6,-75.78
3122,7/15,+34.18
3123,8/15,+49.12
3124,8/16,-13.29
3125,8/22,+99.24
3126,8/10,+77.96
3127,7/12,+58.10
3128,8/9,+43.89
3129,8/4,+33.56
3130,7/19,-0.48
3131,8/24,+40.91
3132,7/24,-48.75
3133,8/11,-10.70
3134,7/23,+75.17
3135,7/31,+65.60
3136,7/8,-98.55
3137,8/22,-93.39
3138,8/22,-5.98
3139,7/18,-35.70
3140,8/6,+29.23
3141,7/10,-58.88
3142,7/15,+25.84
3143,8/10,+45.28
3144,7/9,-17.81
3145,8/1,-13.91
3146,8/3,-56.44
3147,8/23,-64.74
3148,8/15,-35.36
3149,7/17,-90.02
3150,7/19,+20.74
3151,8/15,+64.61
3152,8/31,+41.76
3153,7/11,+38.47
3154,8/9,-92.05
3155,8/21,+51.52
3156,8/25,+2.93
3157,8/25,+5.10
3158,7/10,+8.57
3159,8/19,+12.20
3160,7/20,+73.37
3161,8/2,-27.36
3162,8/23,-70.57
3163,7/25,+32.26
3164,7/28,+81.98
3165,8/8,+50.90
3166,7/4,+31.65
3167,8/2,-79.48
3168,7/26,+72.21
3169,8/2,-66.59
3170,7/10,+66.20
3171,8/5,-16.74
3172,8/4,-67.14
3173,7/11,+65.78
3174,8/12,-23.43
3175,8/31,-98.00
3176,8/4,-99.85
3177,7/25,+13.58
3178,7/17,-45.22
3179,8/17,+71.25
3180,7/12,-44.19
3181,7/11,+80.42
3182,8/17,+35.00
3183,7/10,+15.44
3184,8/2,-64.85
3185,8/27,+26.15
3186,7/6,-74.05
3187,8/26,+92.89
3188,8/16,+26.90
3189,7/11,-48.49
3190,7/21,+30.59
3191,8/18,+86.08
3192,8/16,-4.33
3193,8/5,+16.28
3194,8/18,+45.89
3195,8/11,+21.03
3196,8/23,+52.90
3197,7/21,+62.08
3198,8/19,+72.02
3199,8/18,-49.44
3200,7/15,+5.65
3201,8/18,+0.78
3202,8/4,+3.61
3203,8/27,-51.20
3204,8/14,+98.01
3205,7/15,+0.11
3206,8/7,-70.95
3207,7/25,-16.32
3208,7/8,+54.94
3209,8/23,+70.92
3210,7/20,-65.51
3211,7/28,-62.41
3212,7/31,+10.27
3213,7/24,-36.59
3214,8/26,+51.78
3215,7/13,+66.05
3216,7/28,+76.03
3217,7/15,+87.20
3218,7/13,+1.58
3219,7/10,-10.48
3220,7/13,-69.39
3221,7/31,+89.54
3222,7/5,-16.81
3223,7/27,+72.25
3224,8/17,+25.80
3225,7/27,+27.13
3226,7/26,-51.71
3227,7/17,+56.81
3228,7/7,+4.49
3229,8/1,+97.08
3230,7/5,+5.32
3231,8/31,+52.34
3232,8/26,+0.43
3233,8/27,-99.74
3234,7/21,-61.11
3235,8/9,+18.58
3236,8/13,+72.52
3237,7/28,+47.37
3238,8/12,+51.42
3239,8/7,+56.56
3240,8/4,-51.93
3241,8/15,+77.39
3242,7/15,+68.20
3243,8/17,+77.57
3244,8/10,+53.78
3245,7/20,-17.07
3246,8/10,-72.56
3247,8/3,+82.14
3248,7/11,-75.22
3249,7/18,-69.02
3250,8/11,+24.68
3251,7/28,-16.84
3252,8/6,+19.79
3253,8/28,-43.23
3254,7/19,+84.11
3255,8/31,-60.88
3256,8/4,+61.87
3257,8/13,+87.80
3258,7/6,-31.44
3259,7/25,+6.10
3260,7/2,+57.61
3261,7/27,+3.21
3262,7/2,-66.68
3263,8/18,+80.51
3264,7/31,+79.48
3265,8/17,-66.97
3266,8/4,-83.65
3267,8/13,+89.09
3268,8/13,+85.47
3269,7/17,-83.96
3270,7/26,+75.78
3271,7/19,-59.34
3272,8/12,+94.08
3273,7/19,-67.41
3274,8/31,-90.24
3275,7/21,+91.80
3276,7/22,+32.74
3277,7/2,+5.66
3278,7/14,-1.69
3279,8/11,+12.73
3280,8/2,+80.99
3281,7/27,+27.24
3282,7/26,-47.47
3283,7/15,-31.39
3284,8/13,-29.45
3285,8/27,-27.02
3286,7/31,-54.36
3287,8/15,-51.93
3288,8/8,-7.33
3289,8/25,-59.62
3290,7/17,-0.14
3291,7/22,+13.74
3292,7/29,+91.01
3293,8/30,+23.10
3294,7/11,+74.69
3295,7/30,-77.64
3296,7/25,-36.29
3297,7/14,+0.22
3298,7/4,+36.23
3299,7/11,-28.85
3300,8/10,+23.72
3301,7/12,-32.36
3302,8/27,-10.93
3303,8/3,+50.22
3304,7/28,+56.35
3305,7/18,-64.10
3306,7/29,+51.91
3307,8/3,+85.13
3308,7/12,-88.55
3309,7/30,-39.17
3310,8/5,+40.47
3311,7/24,-29.32
3312,7/7,-84.24
3313,8/25,+66.93
3314,7/18,-56.23
3315,7/1,-28.87
3316,8/6,-18.77
3317,8/30,-10.99
3318,7/25,+96.34
3319,8/10,-48.84
3320,8/1,+56.59
3321,8/30,-21.76
3322,8/2,-66.09
3323,7/14,+7.21
3324,8/10,-35.79
3325,7/18,+64.33
3326,8/13,+92.65
3327,7/6,-82.95
3328,8/20,-60.54
3329,8/23,-35.94
3330,7/17,-99.83
3331,7/26,+46.18
3332,8/14,+62.06
3333,7/21,-5.28
3334,8/21,+82.29
3335,8/27,-10.86
3336,7/1,+81.53
3337,7/13,-36.65
3338,8/12,+62.80
3339,7/10,+78.40
3340,7/21,-82.38
3341,7/23,+96.45
3342,8/13,-99.36
3343,7/26,-54.52
3344,7/18,-60.90
3345,7/17,-37.48
3346,7/25,-65.63
3347,7/29,-70.51
3348,8/9,-16.21
3349,8/13,-49.60
3350,7/18,+70.77
3351,8/12,+69.63
3352,8/4,+11.26
3353,7/25,-24.14
3354,7/4,-24.83
3355,8/16,-17.69
3356,8/21,+42.64
3357,8/20,-76.76
3358,7/17,-28.60
3359,7/3,-16.77
3360,7/12,-76.83
3361,7/18,+41.75
3362,7/11,-58.60
3363,8/4,+98.93
3364,7/15,-19.86
3365,8/15,-48.94
3366,7/11,+44.35
3367,7/17,+84.39
3368,8/20,+78.25
3369,8/15,-46.65
3370,8/15,-72.57
3371,8/17,+6.66
3372,7/19,+57.70
3373,8/9,+20.29
3374,7/6,+67.72
3375,8/17,+96.22
3376,7/5,+46.64
3377,8/25,-84.29
3378,7/9,+30.47
3379,8/8,+91.40
3380,7/5,-35.43
3381,7/28,-6.12
3382,8/27,+2.72
3383,8/13,+58.38
3384,7/1,+49.96
3385,8/21,-67.10
3386,8/18,+22.34
3387,7/7,+16.08
3388,8/26,-22.49
3389,8/12,-42.37
3390,7/17,-57.27
3391,8/6,-54.50
3392,8/1,-26.66
3393,7/21,+36.49
3394,7/30,+92.70
3395,8/9,+56.02
3396,7/25,-63.72
3397,8/9,-81.27
3398,8/3,+65.48
3399,7/14,-5.32
3400,8/12,+49.35
3401,7/16,-3.85
3402,8/21,+12.36
3403,7/10,-78.60
3404,8/22,+7.99
3405,8/19,-94.81
3406,8/12,-33.84
3407,7/10,+25.03
3408,8/4,+91.87
3409,8/27,+90.75
3410,7/3,-2.18
3411,7/27,-84.73
3412,8/23,+46.98
3413,8/5,+20.12
3414,7/17,-61.54
3415,8/24,-34.89
3416,7/13,+26.47
3417,7/30,+63.58
3418,7/4,+79.90
3419,8/15,+98.39
3420,7/30,+76.07
3421,8/4,-11.07
3422,7/16,+21.94
3423,8/14,-8.74
3424,8/24,+54.34
3425,7/27,+38.17
3426,8/23,+76.21
3427,8/25,+0.79
3428,8/25,+72.75
3429,7/7,-22.64
3430,8/27,-75.54
3431,7/18,+0.68
3432,7/7,-55.68
3433,7/24,+62.69
3434,7/2,+73.67
3435,8/9,-66.17
3436,7/13,+4.38
3437,7/29,-73.61
3438,7/10,+88.82
3439,8/17,-76.02
3440,7/31,-76.01
3441,7/29,-7.35
3442,7/22,-90.47
3443,7/2,+10.29
3444,8/25,-53.64
3445,8/5,-99.54
3446,7/26,+19.31
3447,7/16,+22.40
3448,7/15,-68.38
3449,8/21,+21.32
3450,7/21,-12.43
3451,8/20,+66.06
3452,8/15,-91.38
3453,7/24,+39.25
3454,8/30,+6.66
3455,7/29,+76.29
3456,7/25,+46.17
3457,7/19,-98.49
3458,8/31,+50.82
3459,8/9,+86.45
3460,8/9,+36.83
3461,7/23,-74.33
3462,7/25,+3.92
3463,7/16,-56.69
3464,8/26,-98.15
3465,8/14,-95.77
3466,8/27,-18.31
3467,7/12,-35.42
3468,8/29,-96.50
3469,8/23,+98.94
3470,7/21,+88.36
3471,7/19,-72.34
3472,7/7,-6.64
3473,7/8,-45.73
3474,8/30,-31.52
3475,8/11,-54.92
3476,8/25,+15.54
3477,8/20,-99.34
3478,8/11,+17.42
3479,7/5,-62.99
3480,7/19,+59.18
3481,7/20,+50.81
3482,8/1,-36.98
3483,7/8,+40.86
3484,7/24,-77.40
3485,7/7,+91.59
3486,7/7,+44.46
3487,7/9,-43.12
3488,8/21,-9.96
3489,8/12,+38.14
3490,7/30,-47.71
3491,7/6,-19.64
3492,7/6,-36.64
3493,8/1,+1.23
3494,8/3,-2.54
3495,8/24,+95.00
3496,8/16,+20.41
3497,7/24,+25.23
3498,8/8,+72.69
3499,7/12,+21.80
3500,7/7,-9.47
3501,8/24,-69.60
3502,7/16,+73.88
3503,8/3,+31.85
3504,7/12,-87.02
3505,7/2,+49.09
3506,7/14,+72.61
3507,8/20,+88.67
3508,7/11,+89.49
3509,7/31,+99.28
3510,8/24,-90.62
3511,7/29,-11.52
3512,7/8,+91.61
3513,8/27,+93.36
3514,8/6,+25.08
3515,8/5,-56.13
3516,8/8,-71.24
3517,7/22,+30.42
3518,7/6,-28.46
3519,8/15,+76.91
3520,7/10,+11.61
3521,8/22,+78.24
3522,8/2,-47.75
3523,7/8,+39.68
3524,7/25,+59.81
3525,8/24,-38.81
3526,7/18,-42.90
3527,7/1,+90.31
3528,8/2,-79.41
3529,7/13,+18.02
3530,7/18,-9.67
3531,8/5,+95.54
3532,8/23,-70.59
3533,8/30,+85.91
3534,7/14,-21.51
3535,8/21,-60.36
3536,7/4,-53.37
3537,7/18,-29.30
3538,7/22,+81.77
3539,8/31,+72.78
3540,8/9,+89.50
3541,8/30,-91.38
3542,7/30,-55.51
3543,8/25,+26.57
3544,8/12,+76.14
3545,8/23,-81.93
3546,7/15,+46.63
3547,7/16,-20.71
3548,8/14,-3.33
3549,8/31,-56.21
3550,8/21,+93.94
3551,8/13,-63.11
3552,7/29,-51.55
3553,8/18,+61.32
3554,8/7,-98.81
3555,8/2,+23.47
3556,7/22,-46.14
3557,7/29,-70.49
3558,7/8,-57.04
3559,8/29,+78.82
3560,7/28,+36.59
3561,8/22,-84.89
3562,8/4,-67.47
3563,8/8,+92.46
3564,8/26,-2.47
3565,8/28,-75.22
3566,8/7,+94.14
3567,8/22,-77.95
3568,8/30,+11.66
3569,7/26,+82.09
3570,8/14,-46.62
3571,7/18,-44.02
3572,7/27,-67.45
3573,8/27,-94.36
3574,7/23,+75.27
3575,7/22,+35.61
3576,7/30,+85.23
3577,8/6,+0.05
